Pos.;Leistung;Menge;Einheit;Quelle;Datei
10;Zentrales Stromversorgungssystem mit Leistungsbegrenzung (LPS) DIN EN 50171 (VDE 0558-508) für Sicherheitsbeleuchtungsanlage, eingebaut in Kombigehäuse mit Batteriefach, Bemessungsbetriebsdauer 3 h,;8,0;St;gaeb;Leistungsverzeichnis\LV_VG-B-0433-2026-0704.X83
20;Zentrales Stromversorgungssystem mit Leistungsbegrenzung (LPS) DIN EN 50171 (VDE 0558-508) für Sicherheitsbeleuchtungsanlage, eingebaut in Kombigehäuse mit Batteriefach, Bemessungsbetriebsdauer 3 h,;2,0;St;gaeb;Leistungsverzeichnis\LV_VG-B-0433-2026-0704.X83
30;Zentrales Stromversorgungssystem mit Leistungsbegrenzung (LPS) DIN EN 50171 (VDE 0558-508) für Sicherheitsbeleuchtungsanlage, eingebaut in Kombigehäuse mit Batteriefach, Bemessungsbetriebsdauer 3 h,;1,0;St;gaeb;Leistungsverzeichnis\LV_VG-B-0433-2026-0704.X83
40;Zentrales Stromversorgungssystem mit Leistungsbegrenzung (LPS) DIN EN 50171 (VDE 0558-508) für Sicherheitsbeleuchtungsanlage, eingebaut in Kombigehäuse mit Batteriefach, Bemessungsbetriebsdauer 3 h,;2,0;St;gaeb;Leistungsverzeichnis\LV_VG-B-0433-2026-0704.X83
50;Zentrales Stromversorgungssystem mit Leistungsbegrenzung (LPS) DIN EN 50171 (VDE 0558-508) für Sicherheitsbeleuchtungsanlage, eingebaut in Brandschutz-;2,0;St;gaeb;Leistungsverzeichnis\LV_VG-B-0433-2026-0704.X83
60;Zentrales Stromversorgungssystem ohne Leistungsbegrenzung (CPS) DIN EN 50171 (VDE 0558-508) für Sicherheitsbeleuchtungsanlage,;1,0;St;gaeb;Leistungsverzeichnis\LV_VG-B-0433-2026-0704.X83
70;"Tableau zur Vernetzung, Visualisierung und Programmierung von bis zu 99 LPS-Systemen. Über das 7"" Touch-Display lassen sich alle überwachten System von zentraler Stelle aus programmieren und fernsteuern. Schaltbefehle (z.B. Notbetrieb) können von System zu System übertragen werden (bindend vorgeschr";1,0;St;gaeb;Leistungsverzeichnis\LV_VG-B-0433-2026-0704.X83
80;Übergeordnete Visualisierung für LPS- und CPS-Systemen als Web-Master.;1,0;St;gaeb;Leistungsverzeichnis\LV_VG-B-0433-2026-0704.X83
90;BUS-Phasenwächter zur Überwachung des AV-Netzes. Dieser wird mittels BUS-Leitung mit den LPS- bzw. CPS-System verbunden.;30,0;St;gaeb;Leistungsverzeichnis\LV_VG-B-0433-2026-0704.X83
100;19 Zoll Patchfeld, symmetrisch, eine Höheneinheit, 24 x 8, modular, Kategorie 6 Index A tiefgestellt DIN EN 50173-1 (VDE 0800-173-1), Link-Klasse E Index A tiefgestellt, DIN EN 50173-1 (VDE 0800-173-1), Potentialausgleich DIN EN 50310 (VDE 0800-2-310), GG45-Buchse DIN EN 60603-7-7, rückwärtskompatib;1,0;St;gaeb;Leistungsverzeichnis\LV_VG-B-0433-2026-0704.X83
