Pos.;Leistung;Menge;Einheit;Quelle;Datei
1;Schutzfolie f;155,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
2;Au;100,0;m²;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
3;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;100,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
4;Verunreinigungen im erh;510,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
5;Bewuchs durch Rankgew;5,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
6;Fl;510,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
7;Entfernen von sichtbaren Fremdk;300,0;St;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
8;Nicht tragf;300,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
9;Gr;255,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
10;Grundierung stark saugender Untergr;510,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
1;Sockel- bzw. Perimeter-D;25,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
2;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;70,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
3;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;15,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
4;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;15,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
5;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;30,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
6;Systemabschluss im Einbindungsbereich durch Anschr;105,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
7;Abdichten des An- bzw. Abschlussbereiches der vorgenannten Sockeld;155,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
8;Laibungen an vorhandenen;1,6;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
9;Zuschneiden und Anarbeiten der D;6,0;St;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
10;Feuchteschutzanstrich im Einbindungsbereich bis ca. 5 cm;90,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
1;Anschluss an angrenzendes Bauteil mit vorkomprimiertem Fugendichtband aus impr;49,5;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
2;Anschlussfugen an Innenecken im Anschluss an angrenzenden Geb;20,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
3;Kunststoffprofil mit Langlochstanzung und transparenter Tropfkante als Putzabschluss mit gezielter Wasserabf;71,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
1;Anschlussprofil mit integriertem, expandierendem PUR-Band, zweistufiger Anputzkante und Gewebestreifen auf Fenster- und T;19,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
2;Anschlussfugen an Fenster- und T;4,2;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
3;WDVS Gewebe-Anschlussleiste, f;4,2;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
4;WDVS Gewebe-Anschlussleiste, f;4,2;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
1;Anschl;2,0;St;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
2;Anschl;47,51;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
1;Dehnungsfuge in der ebenen Wandfl;10,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
1;EPS D;420,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
2;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;75,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
3;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;55,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
4;Zulage Zuschneiden (Obere Abschluss, Quer zu D;50,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
5;Zulage Zuschneiden (Obere Abschluss, L;60,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
6;Laibungen an vorhandenen;10,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
7;Zuschneiden, Ausklinken und dreiseitiges Anarbeiten der D;4,2;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
8;Zuschneiden und Anarbeiten der D;6,0;St;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
9;Statisch relevante Verd;475,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
10;Leistung wie zuletzt im vollen Wortlaut beschrieben, jedoch Verd;50,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
11;Leistung wie zuletzt im vollen Wortlaut beschrieben, jedoch Verd;50,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
12;Leistung wie Position Wie Position;75,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
1;Ausklinken der vorgenannten WDVS D;48,11;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
2;Leistung wie zur Verklebung der WDVS Fassadend;5,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
3;Montage der Putztr;48,11;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
4;Verd;48,11;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
5;Anschlussfugen an Putztr;47,51;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
1;WDVS Mineralwolle-D;35,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
2;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;45,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
3;Montage der Putztr;52,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
1;Verst;112,1;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
2;Verst;20,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
3;Diagonalarmierungen an allen Fassaden;20,0;St;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
4;Liefern und fluchtrechte Verlegung eines systemzugeh;5,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
1;Anschlussfugen an Fensterrahmen mit vorkomprimiertem Fugendichtband aus impr;4,2;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
2;Fl;670,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
3;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;75,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
4;Zulage (Mehrpreise) zu Vorposition) Speziell verst;100,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
5;Laibungen an;15,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
6;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;100,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
1;Zwischenanstrich bei farbiger Putzbeschichtung mit quarzhaltiger Dispersions-Grundierfarbe, pigmentiert in Anlehnung an den Farbton der organisch gebundenen Putzbeschichtung.;670,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
2;Oberputz: Organisch gebundener Au;670,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
3;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;75,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
4;Laibungen an;15,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
5;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;100,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
1;Zweimaliger Anstrich der vorgenannten Putzfl;670,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
2;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;75,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
3;Zulagepreis f;745,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
4;Zulagepreis f;745,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
5;Zulagepreis f;745,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
6;Laibungen an;15,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
7;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;100,0;m;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
8;Lieferung Schablone und Anbringen fabliches Motiv einer Sportlerfigur in satt get;4,0;Stck;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
9;Ger;150,0;St;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
1;Grundierung stark saugender Untergr;235,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
2;Armierung mit mineralischem, faserverst;229,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
3;Leistung wie zuletzt in vollem Wortlaut beschrieben, jedoch;6,0;m2;gaeb;sonstiges/2026-07-20-LV-LosB05-Fassadenarbeiten.X83
