Pos.;Leistung;Menge;Einheit;Quelle;Datei
1;Einrichten, Vorhalten über die vereinbarte Leistungszeit sowie Räumen der Baustelle und Wiederherstellen des Geländes einschl. Entfernen von Fundamenten und Verunreinigung, mit folgenden in den Pauschalpreis einzurechnenden Leistungen, soweit sie nicht in nachfolgenden Einzelpositionen erfasst sind:;1,0;psch;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
2;Liefern-, Aufstellen und Unterhalten von dauerhaft unverrückbaren Schnurgerüste für Einmessarbeiten zur Grobabsteckung.;1,0;psch;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
3;Liefern und Anbringen von überputzbaren, dauerhaften;1,0;psch;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
4;Bau-WC antransportieren, aufstellen und nach Beendigung der Bauarbeiten abholen lassen. Nutzung durch die am Bau beteiligten Firmen, ggf. Ausstattung mit Heizung.;1,0;St;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
5;Vorhalten und unterhalten des vorbeschriebenen Bau-WC nach Grundnutzungsdauer/ -vorhaltung (4 Wochen). Vorerst werden weitere 17 Monate Vorhaltung eingestellt. Die Kosten für Energie, Heizung, Wartung und täglicher Reinigung sind im Preis enthalten. Inkl. Desinfektion nach Bedarf. Außer den vollen M;68,0;StWo;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
6;"Bauwasseranschluss herstellen, vorhalten, auch für Fremdfirmen nutzbar; Anschlüsse in benötigten Durchmessern; nach Fertigstellung des Bauwerks abbauen; die behördlichen Anträge für die Einrichtung und Beseitigung der Anlage sind ohne Mitwirkung des Auftraggebers zu stellen; die hierbei anfallenden ";1,0;St;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
7;Gebrauchsüberlassung/ Vorhaltekosten für den vorbeschriebenen Bauswasseranschluss, inkl. aller erforderlichen und vorgeschriebenen Prüfungen, welche mit der Hauptposition nicht abgegolten sind, Verlängerung der Vorhaltung für vorstehende Position: Bauwasseranschluss, Abrechnung nach Stück x Woche (6;68,0;StWo;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
8;"Baustromanschluss herstellen, vorhalten, auch für Fremdfirmen nutzbar; nach Fertigstellung des Bauwerks abbauen. Die behördlichen Anträge für die Einrichtung und Beseitigung der Anlage sind ohne Mitwirkung des Auftraggebers zu stellen. Die hierbei anfallenden Gebühren sind einzurechnen, Grundvorhalt";1,0;St;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
9;Gebrauchsüberlassung/ Vorhaltekosten für den vorbeschriebenen Baustromanschluss, inkl. aller erforderlichen und vorgeschriebenen Prüfungen, welche mit der Hauptposition nicht abgegolten sind, Verlängerung der Vorhaltung für vorstehende Position: Baustromanschluss, Abrechnung nach Stück x Woche (68 W;68,0;StWo;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
10;Bauzaun als mobiler Stahlrahmenzaun mit Schellen untereinander verschraubten Stahlrahmenelementen mit Rundstahlfüllstäben,  einschl. sämtlicher Verbindungen, Kupplungen etc., inkl. Stützenfüße, liefern, aufstellen und vorhalten und nach Abschluss der Bauarbeiten, auf Anweisung der Bauleitung, wieder;147,0;m;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
11;Verlängerung der Vorhaltung nach Grundvorhaltung, für vorstehende Position:;6468,0;mWo;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
12;"Behelfsmäßiges Tor im Bauzaun, abschließbar, Einbauen, Vorhalten und Beseitigen; Ausführung zum Bauzaun passend; Öffnungsbreite 3,50m.";1,0;St;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
13;Sichtschutz für vorgenannten Stahlrahmenzaun, über die;51,5;m;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
14;Bauzaun, Stahlrahmen mobil, h=2,00m, umsetzen, nach Abstimmung mit Bauleitung des Auftraggebers.;20,0;m;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
15;Auf-, Abbauen und Vorhaltung von Innengerüsten für Rohbauarbeiten mit einer Arbeitshöhe bis zu 4,15müber dem Fußboden.;1,0;psch;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
16;Folienrahmen (Holzrahmen mit PE-Folie bespannt) für die;22,0;m²;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
17;Plattenrahmen (Holzrahmen mit Holzwerkstoffplatte beplankt).;22,0;m²;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
18;Folienrahmen (Holzrahmen mit PE-Folie bespannt) für die;14,0;m²;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
19;Plattenrahmen (Holzrahmen mit Holzwerkstoffplatte beplankt).;14,0;m²;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
20;Auf der Baustelle lagernden Bauschutt (Beton, Mauerwerk etc.) aufladen, abfahren und entsorgen einschl. Deponiegebühr. Aufmaß an Lagerstelle.;1,0;m³;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
21;Schuttcontainer als Mischcontainer für anfallenden Restmüll für die am Bau beteiligten Unternehmen bereitstellen, einschl. Beseitigung auf die entsprechenden Sondermülldeponien zum Sortieren.;1,0;St;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
22;Bautafel, komplett, mit glatter Oberfläche inkl. Grundkonstruktion und Aussteifung sowie Lackierung, mehr-/einfarbig und Beschriftung nach vorliegendem Schriftmuster vom Auftraggeber bereitgestellt, standsicher aufstellen, Vorhaltung über gesamte Bauzeit und wieder abbauen nach Fertigstellung Projek;1,0;St;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
23;Firmenleiste passend zum Bautafel- Grundgerüst montieren und demontieren, Einzelgröße: ca. 1,50/ 0,15 [m];10,0;St;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
24;Bautür montieren und wieder demontieren, bestehend aus Stahlblechkonstruktion, abschließbar mit Schloss und Drückergarnitur und vorgerüstet für Profilzylinder. Vorhaltung über die Zeit des Rohbaus und ggf. darüber hinaus.;2,0;St;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
25;Schließsystem für Bauschließung, beinhaltet Lieferung und Montage von 4 Stk. gleichschließender Bauzylinder inkl. 10 Stk. Schlüssel.;1,0;psch;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
26;Liefern-, aufstellen und vorhalten eines mobilen Bauheizlüfters inkl. Grundvorhaltung, umsetzen und betreiben.;2,0;St;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
27;Liefern-, aufstellen und vorhalten eines mobilen Bautrockners inkl. Grundvorhaltung, umsetzen und betreiben.;2,0;St;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
28;"Vorhaltung der vorbeschriebenen mobilen Bauheizlüfter (2 Stk.) nach Grundvorhaltung (4 Wochen), Abrechnung nach Stück x Woche; inkl. aller erforderlichen und vorgeschriebenen Prüfungen und Nebenleistungen, welche mit der Hauptposition nicht abgegolten sind.";24,0;StWo;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
29;"Vorhaltung der vorbeschriebenen mobilen Bautrockner (2 Stk.) nach Grundvorhaltung (4 Wochen), Abrechnung nach Stück x Woche; inkl. aller erforderlichen und vorgeschriebenen Prüfungen und Nebenleistungen, welche mit der Hauptposition nicht abgegolten sind.";24,0;StWo;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
1;Oberboden (Mutterboden) nach Vorgabe Baugrundgutachter  einschließlich Vegetationsdecke abtragen und als Kulturboden zur Wiederverwendung auf der Baustelle lagern. Oberboden in regelmäßig geformten Mieten locker aufsetzen. Ansaat und Mähen einer Decksaat werden gesondert vergütet. Beschreibung der H;17,0;m³;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
2;Bodenabtrag nach Vorgabe Baugrundgutachter vorab Bauarbeiten Gründung, ab Geländeoberfläche,;233,0;m³;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
3;Bodenabtrag nach Vorgabe Baugrundgutachter vorab Bauarbeiten Gründung, ab Geländeoberfläche,;24,0;m³;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
4;"Abbruch von unvorhergesehenen Hindernissen im Aushubbereich, wie Einzelsteine (Findlinge), Mauerwerks- und Fundamentreste im Boden lösen, -maschinell abbrechen und entsorgen; ggf. in Handarbeit.";1,0;St;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
5;Bodenaushub als Handaushub, auf Anforderung der Bauleitung in Teilbereichen Boden profilgerecht lösen, abtragen, laden und entsorgen. Ausführung nur auf Anweisung der Bauleitung!;1,0;m³;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
1;Deklarationsanalyse nach PN98 von Halde zur Feststellung der Parameter nach Ersatzbaustoffverordnung EBV, abweichend von den Feststellungen im Geotechnischen Bericht. Ausführung beim auffinden von Nestern, die eine Abweichung zum beiliegendenGeotechnischen Bericht vermuten lassen.;1,0;St;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
2;Bodenaushub entsorgen, mit Fremdbestandteilen < 10 %,;258,0;m³;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
3;mineralische Fremdbestandteile > 10 - 20 %,;1,0;m³;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
4;mineralische Fremdbestandteile > 10 - 20 %,;1,0;m³;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
5;Z2;1,0;m³;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
1;Steinfreier-, nichtbindender- und rundkantiger;171,0;m³;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
1;Baugrubenpolster planeben mit höchstens +/- 2 cm;358,0;m²;gaeb;leistungsbeschreibungen/_lv los 01 erweiterter rohbau mue rtw (1).x83
