Pos.;Leistung;Menge;Einheit;Quelle;Datei
10;Baustelleneinrichtung,;1,0;Stck;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
20;Fassaden-Metallgerüst als Standgerüst längenorientiert,;1800,0;m²;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
30;Mehrpreis Fassadengerüst Lastklasse 3 - 0,70 m, Pultdachfläche anliefern und aufstellen,;45,0;m²;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
40;Vorhaltung und Gebrauchsüberlassung Fassadengerüst W06,;30600,0;m²Wo;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
50;Umbau Fassadengerüst freistehend,;1450,0;m²;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
60;Vorhaltung und Gebrauchsüberlassung Fassadengerüst,;21200,0;m²Wo;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
70;"Vorhandenes Standgerüst der (Pos. 1.1.30) in der obersten Gerüstlage im Traufbereich von Flachdächern und Dächern bis 20° Dachneigung zum Fanggerüst nach DIN EN 4420-1 ""Schutzgerüste"" ausbauen,";150,0;m;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
80;zusätzliche Vorhaltung des vorbeschriebenen Fanggerüstes für die Dauer der Arbeiten;1650,0;mWo;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
90;in Eingangs-, bzw. Torbereichen;1,0;Stck;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
100;zusätzliche Vorhaltung des vorbeschriebenen Gitterträgers über die Dauer der Arbeiten,;38,0;StWo;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
110;bei einem Wandabstand über 0,30 m von der Fassade/Wand zum Gerüstbelag nach EN 12811-1;200,0;m;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
120;Gebrauchsüberlassung Seitenschutz, ‑;7600,0;mWo;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
130;Belagverbreiterungen, ca. 30cm mit Konsolen;100,0;m;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
140;Gebrauchsüberlassung Belagsverbreiterung 30 cm, Konsole,;3800,0;mWo;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
150;Belagverbreiterungen, ca. 50cm mit Konsolen,;220,0;m;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
160;Gebrauchsüberlassung Belagsverbreiterung 70 cm, Konsole;8360,0;mWo;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
170;Belagverbreiterungen, ca. 70cm mit Konsolen,;165,0;m;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
180;Gebrauchsüberlassung Belagsverbreiterung, ca. 70cm, Konsole;6270,0;mWo;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
190;Belagverbreiterungen, ca. 1,10m mit Konsolen,;55,0;m;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
200;Gebrauchsüberlassung Belagsverbreiterung 1,10m, Konsole;2090,0;mWo;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
210;Gerüsttreppe liefern und montieren,;2,0;Stck;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
220;Gebrauchsüberlassung Gerüsttreppe,;78,0;StWo;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
230;Demontage Fassadengerüst einschl. Anbauelemente,;1,0;Stck;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
10;auf Nachweis zur Durchführung von Erweiterungs-, Ergänzungs- und Umbauarbeiten des Gerüstes.;10,0;h;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
20;Auf Anweisung der Bauleitung für die Ausführung zusätzlicher,;5,0;Stck;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
30;Besondere Maßnahmen zum Schutz der Bodenflächen, außen:;30,0;m²;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
40;Schutzmaßnahmen mit Bautenschutzmatten und;50,0;m²;gaeb;leistungsbeschreibungen/LV GER - Gerüstbauarbeiten.X83
