Pos.;Leistung;Menge;Einheit;Quelle;Datei
10;Geräte, Werkzeuge und sonstige Betriebsmittel, die zur;1,0;Psch;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
20;Baustelle von allen Geräten, Anlagen, Einrichtungen und;1,0;Psch;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
30;Bauzaun aus mobilen Stahlrahmenelementen mit Rundstahl-;50,0;m;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
40;Höhenfestpunkt nach DIN 18708 (Form B) aus Stahl, verzinkt herstellen aus einem 160 mm langen Bolzen (Rundkopf,;2,0;St;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
50;Absteckung des Brückenbauwerkes, sowie der Wege- und Bachachsen und -ränder.;1,0;psch;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
10;Bauzeitenplan als Netzplan, Zahlplan und Baustellen- einrichtungsplan detailliert und prüffähig liefern,;1,0;psch;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
20;Vor Beginn, während und nach Beendigung der;1,0;psch;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
30;Standsicherheitsnachweise für das gesamte Bauwerk (Überbau inkl. Lager, Geländer, Belag etc. und Auflagerbänke);1,0;psch;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
40;Ausführungszeichnungen für das gesamte Bauwerk (Überbau inkl. Lager, Geländer, Belag etc. und Auflagerbänke) und für alle Bauzustände und den Endzustand, sowie Werkstattzeichnungen für die werkseitig herzustellenden Fertigteile erstellen,;1,0;psch;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
50;Bestandsübersichtszeichnung gem. ZTV-ING, Teil 1, Abschn. 2 Pkt. 4.2, für jedes Teilbauwerk anfertigen und liefern, unter Einbeziehung unmittelbar angrenzender Bauwerke und Einrichtungen.;1,0;psch;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
60;Bestandsunterlagen gem. ZTV-ING, Teil 1, Abschn. 2 Pkt. 4.1 Abs. (2) , für jedes Teilbauwerk anfertigen und liefern.;1,0;psch;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
70;Bauwerksdaten mit einem Erfassungsprogramm auf der Datenbasis der ASB-ING gem. ARS 22/2013 nach Übernahme der vom AG bereit gestellten Grunddaten erfassen.;1,0;psch;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
80;Deklarationsanalyse für Aushubboden, Abbruchgut (auch abzubrechende Brückenteile aus Holz und Beton) und Auffüllungen nach Ersatzbaustoffverordnung 2023 durchführen.;2,0;St;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
90;Deklarationsanalyse für Aushubboden, Abbruchgut (auch abzubrechende Brückenteile aus Holz und Beton) und;2,0;St;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
10;Einrichtungen zur Verkehrssicherung und Verkehrsrege-;1,0;psch;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
10;Böschungen und Flächen im Bereich ddes Bauwerkes von störendem Bewuchs befreien.;50,0;m2;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
20;Papierkorb / Mülleimer (rechteckig auf einbetoniertem Standfuß) bauzeitlich abbauen, reinigen und zur Wiederverwendung vorbereiten und innerhalb der Baustelle lagern.;1,0;St;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
30;Hecke einschl. zugehöriger Wurzelstöcke roden.;3,0;m;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
40;Hecken und Sträucher währemd der Baumaßnahme mit;3,0;m;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
50;Baumschutz an Bäumen herstellen, einschl. aller;3,0;St;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
60;vorh. Zäune inkl. Türen und Tore abbauen.;10,0;m;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
70;Strauch aus Beet hera;3,0;St;gaeb;leistungsbeschreibungen/2b_LV_70-26.X83
