Pos.;Leistung;Menge;Einheit;Quelle;Datei
101;Baustelleneinrichtung;1,0;Psch;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
102;Bauzaun Stabgitter H=2,00 m;80,0;m;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
103;Vorhaltung Bauzaun;80,0;m;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
104;WC-Kabine;4,0;Wo;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
105;Notwendige Absteckung / Bauvermessung ausführen;1,0;Psch;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
106;Bestandsschlußvermessung;1,0;Psch;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
107;Fotodokumentation;1,0;Psch;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
108;Verrechnungssatz für Arbeitskraft;1,0;h;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
109;Verrechnungssatz Bagger bis 3,5 t;1,0;h;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
110;Verrechnungssatz Radlader bis 1,5m³;1,0;h;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
201;Fundamente herstellen seitl. Bande;26,0;St;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
202;Fundamente herstellen Tore;2,0;St;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
301;Tiefbord 8/25 liefern und versetzen;60,0;m;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
302;Oberboden liefern und einplanieren;2,0;m3;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
303;Planierungsarbeiten;250,0;m2;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
304;Rasenansaat;250,0;m2;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
401;Multispielfeldanlage liefern und montieren;1,0;St;gaeb-flat;leistungsbeschreibungen/1 errichtung multispielfeld.d81
