Pos.;Leistung;Menge;Einheit;Quelle;Datei
10;Allgemeine, vollständige Einrichtung der Baustelle nach Maßgabe der angegebenen Leistungen. Bereitstellung, Antransport und Vorhaltung über die Dauer der Bauzeit und ggf. Umsetzen von Maschinen und Werkzeugen und Arbeitsbühnen, welche für die Ausführung der Arbeiten dieses Gewerkes erforderlich sind;1,0;psch;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
20;Aufwendungen für;1,0;psch;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
30;Baustelle von allen Geräten, Anlagen, Einrichtungen und dgl. räumen.;1,0;psch;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
10;Beweissicherungsverfahren durchführen für alle Abschnitte dieses Leistungsverzeichnisses.;1,0;psch;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
20;Bauzeitenplan aufstellen, liefern und fortschreiben nach Unterlagen des AG.;1,0;psch;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
30;Bauzeitenplan aufgrund von Änderungen und/oder Verzögerungen, die nicht im Verantwortungsbereich des AN liegen, fortschreiben.;1,0;psch;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
40;Bauwerksbuch aufstellen und liefern nach Unterlagen des AG.;1,0;psch;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
50;Vermessungsarbeiten gemäß ZTV-ING bzw. Baubeschreibung durchführen und dokumentieren.;1,0;psch;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
60;Lichtbilder über den wesentlichen Bauablauf des Bauwerks in digitalisierter Form (Auflösung mindestens;1,0;psch;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
70;Werkstattzeichnungen für sämtliche Stahlbauteile auf Grundlage der Genehmigungsstatik und Ausführungspläne des AG herstellen.;1,0;psch;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
10;Schweißnahtprüfung auf gesonderte Anordnung des AG durchführen. Schweißnaht bewerten. Die Ergebnisse sind dem AG im Original zu übergeben.;1,0;psch;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
20;Dichtigkeitsprüfungen auf Anordnung des AG durchführen.;4,0;St;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
10;Arbeitsgerüste für den Einsatzbereich Brücke gemäß den statischen, konstruktiven und sicherheitstechnischen Anforderungen herstellen, vorhalten, unterhalten und nach Abschluss der eigenen Leistungen wieder beseitigen.;1,0;psch;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
20;Traggerüst der Bemessungsklasse B für das gesamte Bauwerk gemäß den statischen, konstruktiven und sicherheitstechnischen Anforderungen herstellen, vorhalten, unterhalten und nach Abschluss der Arbeiten wieder beseitigen.;1,0;psch;gaeb;leistungsbeschreibungen/Ersatzneubau Hueller Bach.X83
