Pos.;Leistung;Menge;Einheit;Quelle;Datei
1;Geräte, Werkzeuge und sonstige Betriebsmittel, die zur;1,0;Psch;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
2;Baustelle von allen Geräten, Anlagen, Einrichtungen und;1,0;Psch;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
3;Anliegerinformationen nach inhaltlichen Rahmenvorgaben;1,0;psch;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
4;Verkehrsführung und Verkehrssicherung gemäß;1,0;Psch;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
5;Anfertigen von Bestandsplänen im Maßstab M 1:250 in zeichnerischer als auch in digitaler Form im ETRS89/UTM Bezugssystem.;1,0;Psch;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
1;Verkehrsschild ggf. mit Aufstellvorrichtung und Rohrstück abbauen, lagern und nach Herstellung der Straßen wieder neu einbauen.;2,0;St;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
2;Tiefbordsteine aufnehmen.;10,0;m;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
3;Pflasterdecke im Bereich der vorh. Straße aufnehmen.;12,0;m²;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
4;Kappen der Gas- und Wasserleitungen in;12,0;St;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
5;Asphaltbefestigung aufbrechen und aufnehmen.;520,0;m2;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
6;Asphaltbefestigung aufbrechen und aufnehmen.;25,0;m2;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
7;Erschwernis infolge Einbauten.;5,0;St;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
8;Erschwernis infolge Einbauten.;8,0;St;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
9;Asphaltbefestigung geradlinig trennen,  im Anbaubereich Baustraße.;5,0;m;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
1;Nicht überwachungsbedürftigen Boden der Bodenklasse;250,0;m3;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
2;wie vor, jedoch in Handschachtung.;10,0;m³;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
3;Boden der Klasse 3 bis 5 in Maschinenarbeit lösen, aufladen und auf einem Lagerplatz des AG im Erschließungsgebiet zwischenlagern.;100,0;t;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
4;Planum herstellen.;1300,0;m2;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
5;Oberboden ggf. einschließlich Vegetationsdecke lösen,;190,0;m2;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
6;Gesiebten Oberboden liefern und profilgerecht andecken.;190,0;m2;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
7;Statischen Plattendruckversuch nach DIN 18 134 für;2,0;St;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
1;Straßenablauf aus Betonfertigteilen nach DIN 4052 ein-;1,0;Stk;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
2;Aufsatz für Straßenablauf nach DIN 1229 aufsetzen.;1,0;St;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
3;Vorh. Straßenablauf zur Wiederverwendung komplett ausbauen und in den Verlauf der neuen Gosse höhen- und fluchtgerecht wieder einbauen.;3,0;St;gaeb;(1.2.1) Leistungsverzeichnis Straßenbau und Kanalbau.X83
