Pos.;Leistung;Menge;Einheit;Quelle;Datei
10;Geräte, Werkzeuge und sonstige Betriebsmittel, die zur vertragsgemäßen Durchführung der Bauleistungen erforderlich sind, auf die Baustelle bringen, bereitstellen und soweit der Geräteeinsatz nicht gesondert berechnet wird betriebsfertig aufstellen einschl. der dafür notwendigen Arbeiten. Die erforde;1,0;Psch;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
20;Vorhalten der Baustelleneinrichtung für sämtliche in;1,0;Psch;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
30;Baustelle von allen Geräten, Anlagen, Einrichtungen und dgl. räumen einschl. ggf. erforderlicher Nachtarbeit. Benutzte Flächen und Wege entsprechend dem ursprünglichen Zustand unter Wahrung der landschaftspflegerischen Belange ordnungsgemäß herrichten. Verunreinigungen beseitigen. Soweit nicht für b;1,0;Psch;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
40;Verkehrssicherung an Arbeitsstellen von längerer Dauer aufstellen, beseitigen, vorhalten, warten und betreiben. Einsatzzeit nach Unterlagen des AG einschl. ggf. erforderlicher Nachtarbeit. Vorübergehende Sicherungsmaßnahmen durchführen. Vorübergehende Markierung, transportable Lichtsignalanlage, bau;1,0;Psch;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
50;Absperrgerät oder Warneinrichtung aufstellen, umsetzen und beseitigen, für die Bauzeit vorhalten, warten und betreiben.;35,0;Stk;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
60;Transportable 2-Phasen Lichtsignalanlage für die Sicherung während der Bauarbeiten einrichten. Anfuhr, Aufbau, Betrieb und Abfuhr sind in diese Tagespauschale mit einzurechnen.;30,0;Tage;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
70;Transportable 3-Phasen Lichtsignalanlage für die Sicherung während der Bauarbeiten einrichten. Anfuhr, Aufbau, Betrieb und Abfuhr sind in diese Tagespauschale mit einzurechnen.;6,0;Tage;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
80;Zulage für die halbseitige Sperrung für den Zeitraum der  Fräs- und Asphaltierungsarbeiten am Laxtener Brook in mehreren Teilabschnitten auf eine Gesamtlänge von ca. 300m.;1,0;Psch;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
10;Asphaltdeckschicht fräsen, Fräsgut in Eigentum des AN übernehmen und von der Baustelle entfernen. Material der Verwertung nach Wahl des AN zuführen.;7000,0;m2;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
20;Bituminöse Befestigung mit geeignetem Gerät trennen. Anfallendes Material in Eigentum des AN übernehmen und von der Baustelle entfernen.;50,0;m;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
30;Unterlage reinigen. Anfallendes Kehrgut der Verwertung;7000,0;m2;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
40;Naht in Asphaltdeckschicht herstellen.;970,0;m;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
50;Fugen in der Dicke der bituminösen Deckschicht mit;30,0;m;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
60;Bitumenemulsion zur Herstellung des Schichtenverbundes aufsprühen. Verschmutzte Unterlage vorher reinigen. Kehrgut in Eigentum des AN übernehmen und von der Baustelle entfernen.;7000,0;m2;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
70;Asphaltdeckschicht aus AC 11 DS herstellen. Einbau in Fahrbahngeraden, Einzelfächen und Anschlussbereichen.;7000,0;m2;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
80;Abstumpfungsmaßnahme zur Erhöhung der Anfangsgriffigkeit durch gleichmäßiges Aufbringen und Einwalzen von Abstreukörnung durchführen. Nicht gebundene Abstreukörnung aufnehmen und der Verwertung nach Wahl des AN zuführen.;7000,0;m2;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
90;Einbauteile (Hydranten-, Schieberkappen und dgl.) freilegen und auf neue Höhe setzen. Freigelegten Bereich verfüllen. Aufbruchmaterial in Eigentum des AN übernehmen und von der Baustelle entfernen. Einbauteil in Asphaltbefestigung anpassen 4 bis 10 cm.;2,0;Stk;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
100;Schachtabdeckung für Kontrollschächte freilegen und nach Bauablauf Zug um Zug auf neue planmäßige Höhe setzen. Aufbrucharbeiten zum Freilegen der Schachtabdeckung ausführen in Fläche aus Asphalt, höher setzen 4 bis 10 cm.;1,0;Stk;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
10;Fläche für Markierung auf Anordnung des AG schonend trocknen.;150,0;m2;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
20;Quermarkierung Typ II aus Heißplasik herstellen. Abgerechnet wir der markierte Strich;120,0;m2;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
30;Quermarkierung Typ II aus Heißplastik herstellen. Abgerechnet wir der markierte Strich;100,0;m;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
40;Markierung wie in Pos. 1.4.50 herstellen, jedoch Material aus Heißplastik, Als Zulage zur Hauptposition.;30,0;m;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
50;Quermarkierung Typ II aus Heißplastik herstellen. Abgerechnet wir der markierte Strich;4,0;St;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
60;Quermarkierung Typ II aus Heißplastik herstellen. Abgerechnet wir der markierte Strich;6,0;St;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
70;Längsmarkierung Typ II als Schmalstrich b = 0,12m, durchgehend, aus Heißplastik herstellen.;30,0;m;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
80;Längsmarkierung Typ II als Schmalstrich b = 0,12m, unterbrochen, aus Heißplastik herstellen.;850,0;m;gaeb;vom_unternehmen_auszufuellende_dokumente/LV Deckenerneuerung Laxtener Brook.X83
