Pos.;Leistung;Menge;Einheit;Quelle;Datei
1;Lüftungsgerät Sanitärbereiche;1,0;;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
2;Inbetriebnahme des zuvor beschriebenem Lüftungsgerätes.;1,0;psch;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
3;Übergangsstück symmetrisch, zur Verbindung;4,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
4;Flexibles Verbindungsstück rund für zuvor;4,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
5;Dezentrales Lüftungsgerät;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
6;Dezentrales Lüftungsgerät;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
7;Abluftfilter, ePM10 - 50% (M5);4,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
8;Außenluftfilter, ePM1 - 55%;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
9;Innovatives Touch-Display zur;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
10;Wassernachheizregister;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
11;Bewegungssensor, Wandmontage für;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
12;Kondensatpumpe;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
13;Fassadengitter Ø 400 mm, eloxiertes Aluminium;4,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
14;Designpaneel, in Standardfarbe lackiert;8,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
15;Inbetriebnahme der zuvor beschriebenen dezentralen;1,0;psch;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
1;Wickelfalzrohr DN100.;18,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
2;Wickelfalzrohr DN125.;6,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
3;Wickelfalzrohr DN150.;6,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
4;Wickelfalzrohr DN160.;3,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
5;Wickelfalzrohr DN200.;9,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
6;Wickelfalzrohr DN250.;3,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
7;Wickelfalzrohr DN280.;2,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
8;Wickelfalzrohr DN315.;2,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
9;Wickelfalzrohr DN355.;2,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
10;Wickelfalzrohr DN400.;10,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
11;Aluminiumflexrohr DN100;10,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
12;Aluminiumflexrohr DN125;5,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
13;Aluminiumflexrohr DN150;5,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
14;Aluminiumflexrohr DN160;2,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
15;Aluminiumflexrohr DN200;2,0;m;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
16;Bogen 90 Grad DN100;15,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
17;Bogen 90 Grad DN125;7,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
18;Bogen 90 Grad DN150;3,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
19;Bogen 90 Grad DN160;4,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
20;Bogen 90 Grad DN180;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
21;Bogen 90 Grad DN200;10,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
22;Bogen 90 Grad DN250;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
23;Bogen 90 Grad DN280;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
24;Bogen 90 Grad DN315;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
25;Bogen 90 Grad DN355;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
26;Bogen 90 Grad DN400;8,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
27;Bogen 45 Grad DN100;6,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
28;Bogen 45 Grad DN125;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
29;Bogen 45 Grad DN150;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
30;Bogen 45 Grad DN160;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
31;Bogen 45 Grad DN315;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
32;Bogen 45 Grad DN355;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
33;Bogen 45 Grad DN400;3,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
34;Bogen 30 Grad DN100;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
35;Bogen 30 Grad DN125;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
36;Bogen 30 Grad DN150;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
37;Bogen 30 Grad DN160;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
38;Bogen 30 Grad DN200;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
39;Bogen 30 Grad DN315;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
40;Bogen 30 Grad DN355;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
41;Bogen 30 Grad DN400;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
42;Bogen 15 Grad DN100;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
43;Bogen 15 Grad DN125;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
44;Bogen 15 Grad DN150;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
45;Bogen 15 Grad DN280;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
46;Bogen 15 Grad DN355;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
47;Bogen 15 Grad DN400;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
48;Etagenbogen DN100;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
49;Etagenbogen DN125;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
50;Etagenbogen DN160;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
51;Etagenbogen DN180;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
52;Etagenbogen DN200;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
53;Etagenbogen DN250;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
54;Etagenbogen DN400;1,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
55;Reduzierung DN125x100,;2,0;St;gaeb;anschreiben/2026-07-13, LV_TGA_unbepreist.X81
