Pos.;Leistung;Menge;Einheit;Quelle;Datei
00000010;Baustelle einrichten Sämtl.LV-Abschn.*Zufahrt vorh.;1,0;Psch;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3266, Herlikhoferbachbrücke bei Gd. Burgholz 7125 541.D83
00000020;Baustelle räumen Sämtl. LV-Abschn.;1,0;Psch;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3266, Herlikhoferbachbrücke bei Gd. Burgholz 7125 541.D83
00010010;Verkehrssich. läng. Dauer aufbauen Arbeitsstelle*... Freitext ... ... Freitext ...*Anordnung Unt. AG ... Freitext ...;1,0;Psch;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3266, Herlikhoferbachbrücke bei Gd. Burgholz 7125 541.D83
00010020;Verkehrssich. läng. Dauer vorhalten wie Vorposition;10,0;d;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3266, Herlikhoferbachbrücke bei Gd. Burgholz 7125 541.D83
00010030;Verkehrssich. läng. Dauer abbauen ... Freitext ...*... Freitext ...;1,0;Psch;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3266, Herlikhoferbachbrücke bei Gd. Burgholz 7125 541.D83
01000010;Beton abbrechen Stützwand*Ger.bewehrt.Beton C20/25 bis C35/45*Bew. erhalten Verwerten;1,0;m3;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3266, Herlikhoferbachbrücke bei Gd. Burgholz 7125 541.D83
01000020;Bew. Beton einschl. Schalung herst. ... Freitext ...*Stahlbeton C25/30*... Freitext ... Schaltafeln;2,0;m3;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3266, Herlikhoferbachbrücke bei Gd. Burgholz 7125 541.D83
01000030;Betonstahl einbauen Fundament*BSt 500 S;0,2;t;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3266, Herlikhoferbachbrücke bei Gd. Burgholz 7125 541.D83
01000040;Verbundanker herstellen Fundament*Beton*BSt 500 B Länge 0,3-0,6 m*DU 16 mm Mit Bohrloch*... Freitext ...;20,0;St;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3266, Herlikhoferbachbrücke bei Gd. Burgholz 7125 541.D83
01010010;Betonunterlage vorbereiten ... Freitext ...*Oberfl. senkrecht ... Freitext ...*... Freitext ... entsorgen;100,0;m2;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3266, Herlikhoferbachbrücke bei Gd. Burgholz 7125 541.D83
01010020;Bohrung in Beton herstellen ... Freitext ...*Bohrloch-DU 12 mm Tiefe ü.0,1-0,25m*Beton bewehrt Packer, Verdämm.*Bohrloch RM;20,0;St;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3266, Herlikhoferbachbrücke bei Gd. Burgholz 7125 541.D83
01010030;Hohlraum mit Füllgut injizieren ... Freitext ...*ZS-I injizieren;200,0;l;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3266, Herlikhoferbachbrücke bei Gd. Burgholz 7125 541.D83
01010040;Arbeitsgerüst herstellen ... Freitext ...*Öffnungen des AG;1,0;Psch;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3266, Herlikhoferbachbrücke bei Gd. Burgholz 7125 541.D83
00000010;Baustelle einrichten Sämtl.LV-Abschn.*Zufahrt vorh.;1,0;Psch;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3263 Spatzenbachbrück bei Neubronn 7125 637.D83
00000020;Baustelle räumen Sämtl. LV-Abschn.;1,0;Psch;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3263 Spatzenbachbrück bei Neubronn 7125 637.D83
00000030;Verkehrssich. läng. Dauer aufbauen Arbeitsstelle*... Freitext ... ... Freitext ...*Anordnung Unt. AG ... Freitext ...;1,0;Psch;gaeb-flat;vom_unternehmen_auszufuellende_dokumente/K 3263 Spatzenbachbrück bei Neubronn 7125 637.D83
