Pos.;Leistung;Menge;Einheit;Quelle;Datei
0001;Geräte, Werkzeuge und sonstige Betriebsmittel, die zur;1,0;Psch;gaeb;sonstiges/508-2026.X83
0002;Baustelle von allen Geräten, Anlagen, Einrichtungen und;1,0;Psch;gaeb;sonstiges/508-2026.X83
0003;Bauzaun nach Unterlagen des AG einschl. der erforderli-;150,0;m;gaeb;sonstiges/508-2026.X83
0004;Bauzaun innerhalb der Baustelle umsetzen. Nicht wieder-;150,0;m;gaeb;sonstiges/508-2026.X83
0005;Lichtbilder über den wesentlichen Bauablauf des Bau-;100,0;St;gaeb;sonstiges/508-2026.X83
0006;Schutz für Baumstamm durch Mantel mit Polsterung her-;10,0;St;gaeb;sonstiges/508-2026.X83
0007;Schutz für Baumstamm durch Mantel mit Polsterung her-;20,0;St;gaeb;sonstiges/508-2026.X83
0008;Schutzzaun für Pflanzenbestand, einschließlich der er-;50,0;m;gaeb;sonstiges/508-2026.X83
0009;Wurzelvorhang herstellen. Graben am Rande der künftigen;20,0;m;gaeb;sonstiges/508-2026.X83
0010;Erkundung von Kabeln und Leitungen aller Art durch ge-;1,0;Psch;gaeb;sonstiges/508-2026.X83
0011;Probegefäß zur Aufnahme von Baustoffproben, für Kon-;12,0;St;gaeb;sonstiges/508-2026.X83
0012;Bohrkern für Kontrollprüfungen nach Angabe des AG ent-;8,0;St;gaeb;sonstiges/508-2026.X83
0013;Vorschachtung nach Unterlagen des AG einschließlich;20,0;St;gaeb;sonstiges/508-2026.X83
0014;Zulage Versorgungsleitung quer;24,0;m;gaeb;sonstiges/508-2026.X83
0015;Zulage Versorgungsleitung längs;850,0;m;gaeb;sonstiges/508-2026.X83
0016;Mehraufwand für das Arbeiten in Randbereichen neben Gossen, Borden, aufgehenden Bauteilen oder Einbauten. Die Mehrleistungen aller betroffenen Gewerke sind hier einzukalkulieren.;950,0;m;gaeb;sonstiges/508-2026.X83
0017;Mehraufwand für das Arbeiten im Bereich von Einbauten (Kappen, Einläufen, Schachtabdeckungen, Hydranten etc.).Die Mehrleistungen aller betroffenen Gewerke sind hier einzukalkulieren (Rückbau, Erdarbeiten, Unterbau, Pflaster- und Asphaltarbeiten).;60,0;St;gaeb;sonstiges/508-2026.X83
0018;Zulage für den Asphalteinbau an Samstagen. Mehrkosten sind einzukalkulieren u.a. für:;1,0;St;gaeb;sonstiges/508-2026.X83
0001;Verkehrssicherung längerer Dauer einschließlich Ver-;1,0;Psch;gaeb;sonstiges/508-2026.X83
0002;Verkehrssicherung längerer Dauer vorhalten, warten, in-;300,0;d;gaeb;sonstiges/508-2026.X83
0003;Verkehrsschild aufbauen, vorhalten, warten, instand;40,0;St;gaeb;sonstiges/508-2026.X83
0004;Verkehrslenkungstafel nach Unterlagen des AG aufbauen;6,0;St;gaeb;sonstiges/508-2026.X83
0005;Verkehrslenkungstafel vorhalten, warten und instand;1200,0;Std;gaeb;sonstiges/508-2026.X83
0006;Absperrgerät oder Warneinrichtung betriebsfertig auf-;50,0;St;gaeb;sonstiges/508-2026.X83
0007;Absperrgerät oder Warneinrichtung vorhalten, warten,;15000,0;Std;gaeb;sonstiges/508-2026.X83
0008;Absperrgerät oder Warneinrichtung betriebsfertig auf-;20,0;St;gaeb;sonstiges/508-2026.X83
0009;Absperrgerät oder Warneinrichtung vorhalten, warten,;6000,0;Std;gaeb;sonstiges/508-2026.X83
0010;Absperrgerät oder Warneinrichtung innerhalb des Ar-;20,0;St;gaeb;sonstiges/508-2026.X83
0011;Absperrgerät oder Warneinrichtung innerhalb des Ar-;30,0;St;gaeb;sonstiges/508-2026.X83
0012;Absperrgerät oder Warneinrichtung betriebsfertig auf-;10,0;St;gaeb;sonstiges/508-2026.X83
0013;Absperrgerät oder Warneinrichtung vorhalten, warten,;3000,0;Std;gaeb;sonstiges/508-2026.X83
0014;Absperrgerät oder Warneinrichtung innerhalb des Ar-;10,0;St;gaeb;sonstiges/508-2026.X83
0015;Transportable Lichtsignalanlage (LSA) für Engstelle;1,0;St;gaeb;sonstiges/508-2026.X83
0016;Transportable Lichtsignalanlage (LSA) vorhalten, war-;80,0;Std;gaeb;sonstiges/508-2026.X83
0017;Lichtsignalanlage der Pos. 00.01.0015 umsetzen.;3,0;St;gaeb;sonstiges/508-2026.X83
0018;Kontrolle der Verkehrssicherung an Arbeitsstellen;300,0;d;gaeb;sonstiges/508-2026.X83
0019;Verkehrsrechtliche Anordnung für Einrichtung und Be-;1,0;Psch;gaeb;sonstiges/508-2026.X83
0001;Fläche nach Unterlagen des AG abräumen.;1,0;Psch;gaeb;sonstiges/508-2026.X83
0002;Bäume fällen, höchstens 0,25 m über dem Erdboden;30,0;St;gaeb;sonstiges/508-2026.X83
0003;Wurzelstöcke roden. Gemessen wird der Durchmesser der;3,0;St;gaeb;sonstiges/508-2026.X83
0004;Bäume fällen, höchstens 0,25 m über dem Erdboden;20,0;St;gaeb;sonstiges/508-2026.X83
0005;Bäume fällen, höchstens 0,25 m über dem Erdboden;3,0;St;gaeb;sonstiges/508-2026.X83
0006;Asphaltbefestigung geradlinig trennen.;230,0;m;gaeb;sonstiges/508-2026.X83
0007;Asphaltbefestigung geradlinig trennen.;1200,0;m;gaeb;sonstiges/508-2026.X83
