Pos.;Leistung;Menge;Einheit;Quelle;Datei
1.1.1;Baustelle einrichten/vorhalten;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.1.2;Baustelle räumen;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.1.3;Lagerplatz als Bereitstellungsfläche einrichten/vorhalten/räumen;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.1.4;Wochenendzuschlag;2,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.1.5;Feiertagszuschlag;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.2.1;Verkehrszeichenpläne/ Verkehrssicherungspläne;1,0;psch;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.2.2;Verkehrssicherungsmaßnahmen;1,0;psch;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.2.3;Gestellung von Vorwegweisertafeln;10,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.2.4;Fußgängerquerung herstellen und unterhalten;12,0;m²;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.2.5;Stahlplatten verlegen und unterhalten;30,0;m²;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.2.6;Absperrzaun aufstellen, vorhalten und beseitigen;60,0;m;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.2.7;Ausnahmegenehmigungen einholen;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.3.1;Bestandsaufnahme / Beweissicherung;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.3.2;Gleisabsteckungsvermessung für die Bauausführung;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.3.3;Abnahmeunterlagen Gleisanlage erstellen;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.4.1;Vorhandenes Kabelschutzrohr sichern;50,0;lfm;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.4.2;Vorhandene Rohrleitung sichern;50,0;lfm;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.4.3;Vorhandenes Erdkabel sichern;50,0;lfm;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.4.4;Suchschachtung;30,0;m³;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.5.1;Weiche (B) maschinell stopfen/heben/richten nach Belastung Hinweis;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.5.2;Gleis maschinell stopfen/heben/richten nach Belastung;120,0;m;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.6.1;Verrechnungssatz Schachtmeister;20,0;Std;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.6.2;Verrechnungssatz Baufacharbeiter (Gleiswerker);20,0;Std;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.6.3;Verrechnungssatz Oberbauschweißer;20,0;Std;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.6.4;Verrechnungssatz Weichenschlosser;20,0;Std;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
1.6.50;Verrechnungssatz Baumaschinenführer;20,0;Std;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.1.1;Boden für Leitungsgraben Leerrohrtrasse/Kabeltrasse ausheben;30,0;m³;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.1.2;Kabelschutzrohr DN 110  liefern und verlegen;50,0;m;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.1.3;Reparatur-Halbschalen DN 110 liefern und verlegen;30,0;m;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.1.4;Kabel einziehen/verlegen;50,0;m;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.1.5;Füllkies 0/32 liefern und transportieren;60,0;t;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.1.6;Rohreinführung in Bestandskabelschacht;10,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.1.7;Abzweigkasten 65 x 40 cm im Lichten, Typ I;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.2.1;Kabelschacht versetzen 50 cm;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.2.2;Fundamentrahmen im Hohlfundament herstellen;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.2.3;Handschachtung, maschinell unterstützt;10,0;m³;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.1;Induktionsschleifen BÜS ausbauen;2,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.2;Weichenlage und Ordnungsmelder ausbauen;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.3;Radsensor ausbauen;2,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.4;Weichenmittelantrieb im Schwellenfach ausbauen;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.5;Trennschnitte in Betondecke herstellen;60,0;m;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.6;Trennschnitte in bituminösen Decken herstellen;60,0;m;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.7;Straßenbefestigung im Gleisbereich bis 35 cm aufbrechen;180,0;m²;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.8;Pflastereindeckung aufnehmen;5,0;m²;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.9;1-reihige Betonsteinpflasterrinne aufnehmen;20,0;m;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.10;Bordsteine aufnehmen;20,0;m;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.11;Schienentrennschnitte Vignolschiene;14,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.12;Gleis ausbauen und demontieren (Ph37-B70-W);50,0;m;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.13;Gleis ausbauen und demontieren (S49-H-K);25,0;m;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.14;Gleis jochweise ausbauen und seitlich lagern (S49-B70-W);45,0;m;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.15;Einfache Weiche der Form 190-1:7,5 ausbauen;1,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.16;Gleisentwässerungskasten ausbauen;2,0;Stk;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
2.3.17;Gleis ausbauen und demontieren (S49-B58-K);20,0;m;gaeb-flat;LV-Ersatzneubau BÜ Tilsiter_W571-1384_P27-2.D83
