Pos.;Leistung;Menge;Einheit;Quelle;Datei
1;Einrichten, Vorhalten und Räumen der für die;1,0;psch;gaeb;07 Wärmedämmverbundsystem.X83
2;Fahrbares, standsicheres Arbeits- und Schutzgerüst als;1,0;psch;gaeb;07 Wärmedämmverbundsystem.X83
3;Vorhandene beziehungsweise bereits fertiggestellte;180,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
4;Vorhandene, fertiggestellte oder während der Ausführung;95,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
5;Vor Beginn der Werk- und Ausführungsplanung sowie vor;1,0;psch;gaeb;07 Wärmedämmverbundsystem.X83
6;Vor Beginn der Untergrundvorbereitung und der;1,0;psch;gaeb;07 Wärmedämmverbundsystem.X83
7;Haftzugprüfungen am vorhandenen Außenputz zur;1,0;St;gaeb;07 Wärmedämmverbundsystem.X83
8;Objektbezogene Dübelauszugsversuche zur Ermittlung der;1,0;St;gaeb;07 Wärmedämmverbundsystem.X83
1;Verunreinigungen, Schmutz, Staub, Fett und lose;520,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
2;Schadhafte, hohlliegende Teilflächen am vorhandenen;10,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
3;Zusätzliche biozide Nachbehandlung der tatsächlich mit;130,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
4;Fachgerechtes Schließen der nach dem abschnittsweisen;50,0;St;gaeb;07 Wärmedämmverbundsystem.X83
1;Bauseits vorhandene Sockel- und Perimeterdämmung,;116,0;m;gaeb;07 Wärmedämmverbundsystem.X83
2;Liefern und fachgerecht anbringen einer druckfesten,;116,0;m;gaeb;07 Wärmedämmverbundsystem.X83
3;Liefern und fachgerecht einbauen eines;116,0;m;gaeb;07 Wärmedämmverbundsystem.X83
4;Ganzflächiges Herstellen einer systemzugehörigen;56,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
5;Systemzugehörige, witterungsbeständige Putzgrundierung;30,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
6;Wasserabweisenden, wasserdampfdurchlässigen und;30,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
7;Systemverträgliches, wasserabweisendes und;30,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
8;Systemverträgliche, dauerhaft wasserabweisende;15,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
9;Zulage zu den jeweiligen Grundpositionen für die;30,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
1;Nutartige, regelmäßig angeordnete Vertiefungen in der;215,0;m;gaeb;07 Wärmedämmverbundsystem.X83
2;Flucht- und planebenes Anbringen einer Wärmedämmschicht;330,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
3;Liefern und einlagiges, flucht-, lot- und planebenes;10,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
4;Einschließlich erhöhtem Arbeitsaufwand, sorgfältiger;25,0;m;gaeb;07 Wärmedämmverbundsystem.X83
5;Vertiefte mechanische Befestigung der;330,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
6;Zuschneiden von Dämmplatten in Winkeln kleiner oder;37,0;m;gaeb;07 Wärmedämmverbundsystem.X83
7;ZULAGEPOSITION;25,0;m;gaeb;07 Wärmedämmverbundsystem.X83
8;ZULAGEPOSITION;11,0;m;gaeb;07 Wärmedämmverbundsystem.X83
9;Zulage zur Wärmedämmung des;12,5;m;gaeb;07 Wärmedämmverbundsystem.X83
10;Kantenschutz aus alkaliresistentem Glasgewebewinkel mit;65,0;m;gaeb;07 Wärmedämmverbundsystem.X83
11;Lot- und fluchtgerechtes Anbringen zweiteiliger;30,0;m;gaeb;07 Wärmedämmverbundsystem.X83
12;Putzabschlussprofil aus witterungs- und UV-beständigem;30,0;m;gaeb;07 Wärmedämmverbundsystem.X83
13;Erstellen einer Diagonalarmierung in Form von;10,0;St;gaeb;07 Wärmedämmverbundsystem.X83
14;Lot- und fluchtgerechtes Verlegen eines;8,0;m;gaeb;07 Wärmedämmverbundsystem.X83
15;Anschluss- und Bewegungsfugen mit einem;30,0;m;gaeb;07 Wärmedämmverbundsystem.X83
16;Anschluss- und Bewegungsfugen mit einem;8,0;m;gaeb;07 Wärmedämmverbundsystem.X83
17;Ganzflächiges Herstellen einer mineralischen;330,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
18;Einschließlich erhöhtem Arbeitsaufwand, sorgfältiger;16,0;m;gaeb;07 Wärmedämmverbundsystem.X83
19;ZULAGEPOSITION;16,0;m;gaeb;07 Wärmedämmverbundsystem.X83
20;Einschließlich erhöhtem Arbeitsaufwand, sorgfältiger;8,0;m;gaeb;07 Wärmedämmverbundsystem.X83
21;Einschließlich erhöhtem Arbeitsaufwand, sorgfältiger;27,0;m;gaeb;07 Wärmedämmverbundsystem.X83
22;Pigmentiertes, quarzgefülltes Spezial-Grundiermittel;330,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
23;Einschließlich erhöhtem Arbeitsaufwand, sorgfältiger;16,0;m;gaeb;07 Wärmedämmverbundsystem.X83
24;ZULAGEPOSITION;16,0;m;gaeb;07 Wärmedämmverbundsystem.X83
25;Einschließlich erhöhtem Arbeitsaufwand, sorgfältiger;8,0;m;gaeb;07 Wärmedämmverbundsystem.X83
26;Einschließlich erhöhtem Arbeitsaufwand, sorgfältiger;27,0;m;gaeb;07 Wärmedämmverbundsystem.X83
27;Mineralisch gebundenen Leichtmörtel und;330,0;m²;gaeb;07 Wärmedämmverbundsystem.X83
